,shotgun,no_huddle,ydstogo,yardline_100,play_type,half_seconds_remaining,pass_length,run_location,score_differential,fg_prob,td_prob,ep
26345,1,1,4,91.0,2,1332.0,2.0,,3.0,0.09771777326049456,0.22001135776205874,-1.7032605887986878
26347,1,1,5,79.0,2,1153.0,1.0,,3.0,0.14866870707923094,0.2651404815643366,-0.6983028672896223
26348,1,0,6,6.0,2,808.0,2.0,,-10.0,0.5120736808179628,0.43663928041429656,4.392381877256857
26349,1,1,2,6.0,1,576.0,,2.0,3.0,0.5300570267783373,0.3856941824236663,4.0069194398169445
26350,1,0,7,29.0,2,420.0,2.0,,-10.0,0.4212725330838725,0.3270677124276872,2.8278588595954446
26359,0,0,5,23.0,2,339.0,2.0,,-17.0,0.4352171876742813,0.3341273145817096,3.098772559914527
26360,1,0,4,74.0,2,287.0,2.0,,10.0,0.11208090403929072,0.19981622924691586,0.11731954799770695
26365,1,0,2,62.0,2,1598.0,2.0,,0.0,0.23038253083612034,0.3871496368039429,1.3806391860584868
26367,1,0,9,9.0,2,1070.0,2.0,,0.0,0.5867929270445458,0.3657613535992377,4.108338602561745
26368,1,0,4,62.0,2,948.0,2.0,,-7.0,0.2370605685898099,0.34459605311473795,1.0845560665050735
26371,1,0,7,63.0,1,1372.0,,3.0,0.0,0.2422411867241109,0.30972298737486115,0.5437267581503296
26372,0,0,1,40.0,1,1260.0,,1.0,0.0,0.3364617559588025,0.4783031264381588,3.407404403247724
26373,1,0,2,72.0,2,963.0,2.0,,-7.0,0.17404930762901252,0.3475390212055462,0.6237674353732339
26374,1,0,4,33.0,2,598.0,2.0,,0.0,0.40166577092265576,0.3765995234194465,3.0157553109012625
26378,1,1,2,68.0,1,1648.0,,1.0,0.0,0.19736341479416167,0.3633878585799888,0.8130073469524309
26379,1,1,3,31.0,2,1527.0,2.0,,0.0,0.4292371843376144,0.4067865412238476,3.2762297589693254
26380,0,0,1,1.0,1,1431.0,,3.0,0.0,0.2040178504472573,0.7507006095653177,5.669453156425178
26381,1,0,7,75.0,2,1378.0,2.0,,-7.0,0.17112012962336015,0.2633444169839689,-0.6085792623972435
26382,1,0,1,57.0,1,1255.0,,1.0,-7.0,0.24425868913819834,0.4516694460150827,2.329621915792832
26385,0,0,1,77.0,1,19.0,,3.0,1.0,0.06961445212752372,0.10554190781294097,0.5749775055744273
26386,1,0,5,75.0,2,1770.0,2.0,,-1.0,0.1676136278023838,0.27616538071166635,-0.5172324540988567
26390,1,0,5,62.0,2,1273.0,2.0,,1.0,0.2442248442577073,0.3337627491985227,0.8752223184243584
26392,1,0,2,46.0,1,923.0,,1.0,-4.0,0.318711098022772,0.4262329426763552,2.726379663363953
26393,1,0,10,91.0,2,393.0,2.0,,-4.0,0.07113006752561793,0.13250931802672294,-1.349794111079033
26397,1,0,5,52.0,2,1363.0,2.0,,0.0,0.3089517516341096,0.3608249036608335,1.7248156245233193
26399,1,0,6,76.0,2,1025.0,2.0,,-3.0,0.16341677713372915,0.2674975543797785,-0.4870121926578677
26400,1,0,6,64.0,2,934.0,2.0,,-3.0,0.22982430553932706,0.3132998967769217,0.6558836683784182
26401,0,0,1,9.0,1,756.0,,2.0,-3.0,0.4899602116744878,0.4374673628434792,4.236649114783969
26402,1,0,6,10.0,2,278.0,2.0,,-3.0,0.5154880713851647,0.3106205148227739,3.3743306957058286
26409,0,0,1,86.0,1,900.0,,1.0,-5.0,0.10815904045914096,0.3162892991462293,-0.1810504847605152
26410,1,0,2,72.0,2,773.0,2.0,,-2.0,0.1677920053776882,0.3368404951949525,0.6532504032305255
26415,0,0,9,76.0,2,1403.0,2.0,,0.0,0.16686178681435332,0.2456262328013333,-0.8673612262649657
26416,1,0,4,50.0,2,1289.0,1.0,,0.0,0.3170131329070124,0.3791319681750716,2.027110614457996
26419,1,0,4,53.0,2,620.0,2.0,,-4.0,0.2736262593993354,0.3492920330455165,1.7872535672505947
26421,1,0,5,57.0,2,366.0,1.0,,-4.0,0.2133543909179816,0.2768609800763904,1.1943643264128492
26424,0,0,1,1.0,1,53.0,,3.0,-1.0,0.2577089677915256,0.5729719775424155,4.704586651260912
26426,1,0,5,54.0,2,1529.0,2.0,,6.0,0.29557849774798195,0.3543877292048632,1.518607923194332
26428,1,0,4,63.0,2,1072.0,2.0,,13.0,0.2335072745889913,0.3435186962994595,0.973169472473304
26432,1,0,6,6.0,2,213.0,2.0,,-10.0,0.4670597056260484,0.4049799480365601,4.063117581857466
26439,1,0,4,59.0,2,1658.0,2.0,,0.0,0.2590900917600397,0.3524382333706394,1.1842390543871821
26440,1,0,2,58.0,2,1291.0,2.0,,7.0,0.2532407587993877,0.4035129073079301,1.8046143851638936
26443,1,0,8,68.0,2,1056.0,2.0,,7.0,0.21081002086270773,0.2846995219942303,0.07669097726083908
26448,1,0,2,43.0,1,1682.0,,2.0,-7.0,0.34261844703207656,0.4281964203673258,2.813609140675257
26449,1,0,6,23.0,2,1519.0,2.0,,-7.0,0.5043363081878189,0.3587997387833651,3.3105950932413304
26450,1,0,8,53.0,2,1176.0,2.0,,4.0,0.3105481601261023,0.3314701873396154,1.4104741699481995
26456,1,0,3,67.0,2,221.0,2.0,,7.0,0.1263044023264058,0.216650353851072,0.6250239379162194
26458,1,0,4,74.0,2,86.0,2.0,,-7.0,0.10120599538074784,0.1054697554074233,0.5331701446881558
26462,1,0,4,49.0,2,1390.0,2.0,,0.0,0.3237469375115509,0.3801634691251459,2.0823183273498427
26464,1,0,11,32.0,2,1003.0,1.0,,-3.0,0.4634967500523557,0.3333448508384462,2.7233457928130482
26465,0,0,4,64.0,2,900.0,,,-4.0,0.2237502502633025,0.3359151076121674,0.912866456938666
26467,1,0,10,72.0,2,1756.0,1.0,,-4.0,0.18807440874079373,0.2513603534891902,-0.6595228134873843
26468,1,0,10,85.0,2,1583.0,2.0,,-3.0,0.1222006236390804,0.2006502188325268,-1.803379212536724
26470,1,0,5,45.0,2,1123.0,2.0,,-3.0,0.3540814423693789,0.3736302895996224,2.296113607927608
26471,1,0,5,10.0,2,857.0,2.0,,-4.0,0.5633967563689063,0.3486625617370204,3.7352453490052233
26474,1,1,2,60.0,2,480.0,2.0,,-4.0,0.20342670536206875,0.342034973155052,1.5446282237279716
26483,1,0,4,84.0,2,586.0,2.0,,7.0,0.10827740508432046,0.2234218570646393,-0.7165426081692483
26487,1,0,7,80.0,2,1757.0,2.0,,-10.0,0.14381299599131506,0.2365707521475761,-1.19967513094787
26489,1,1,1,81.0,2,1314.0,2.0,,3.0,0.13077729413405498,0.34988379638474554,0.158575848302418
26490,1,0,6,74.0,2,1241.0,2.0,,3.0,0.1756201132782623,0.27703170463196924,-0.3709845778834021
26492,1,0,8,88.0,2,802.0,2.0,,-3.0,0.10497767445230123,0.19452752393317704,-1.5818266454165428
26495,1,0,7,73.0,2,291.0,2.0,,3.0,0.11964045665866994,0.18405834049091754,-0.05392468895896885
26497,1,0,1,52.0,1,115.0,,1.0,-3.0,0.20861658951105494,0.21431140013582808,1.7927138512456124
26498,0,0,2,21.0,1,89.0,,3.0,-3.0,0.4373859285761873,0.23649192760928475,2.8063377437971444
26499,1,0,5,60.0,2,1454.0,2.0,,-3.0,0.2568360370430379,0.33858188778410137,1.0099783659432038
26502,1,0,6,77.0,2,1093.0,2.0,,0.0,0.1590584289515634,0.2639144428247275,-0.6049276012244122
26505,1,0,2,82.0,2,489.0,2.0,,0.0,0.10481642955988006,0.24756840162426136,-0.1305346210467735
26510,0,0,1,43.0,1,1151.0,,3.0,-17.0,0.31910750456331544,0.4766276211352927,3.262899629010677
26513,1,0,8,43.0,2,671.0,2.0,,17.0,0.3610513530627653,0.3348984065470685,2.1666606173270067
26514,0,0,1,24.0,1,558.0,,1.0,17.0,0.39980975142734976,0.4526591917611071,3.8794190993303834
26518,1,0,10,97.0,2,161.0,1.0,,-15.0,0.03740443609143392,0.07695498169240016,-1.0642605869347517
26519,1,0,10,77.0,2,147.0,2.0,,-15.0,0.08106777722351695,0.12247520370960653,-0.30875271187068465
26520,1,0,6,6.0,2,990.0,2.0,,7.0,0.5153678816228144,0.4372035668235577,4.4014991850204055
26521,0,0,2,64.0,2,900.0,2.0,,-14.0,0.21400911713991969,0.37828530920548376,1.353085723662471
26524,0,0,2,55.0,2,442.0,2.0,,-14.0,0.2252331922400371,0.3509038180887285,1.866495735153532
26525,0,0,1,71.0,2,252.0,1.0,,7.0,0.10889475586954224,0.25717778947373554,0.8781139748593073
26528,1,0,5,75.0,2,1760.0,2.0,,-10.0,0.16767011258131112,0.27633618880437305,-0.5141091969642629
26532,1,0,3,35.0,2,727.0,2.0,,-13.0,0.3898371031428233,0.4019621830802294,3.1052483249597853
26533,0,0,2,9.0,1,192.0,,1.0,6.0,0.4589188352616437,0.3535830939009104,3.578435766689273
26537,1,1,10,22.0,2,754.0,2.0,,0.0,0.5173238753409948,0.3282931495456659,3.1806920275635804
26539,1,0,2,25.0,1,262.0,,1.0,3.0,0.3729294948812667,0.3672440739587595,3.204885190438433
26548,1,0,4,55.0,2,577.0,2.0,,16.0,0.25633073673941104,0.3378979235122893,1.6148960327130708
26551,1,0,7,77.0,2,1758.0,2.0,,0.0,0.15887707419791486,0.2494992305524452,-0.9186239215300862
26552,1,0,11,54.0,2,1350.0,2.0,,-3.0,0.3096109838344205,0.3098392490837732,1.102264804761491
26559,1,0,6,73.0,1,129.0,,2.0,0.0,0.08889471476298208,0.1424640615659245,0.030044836382376094
26565,1,0,4,74.0,2,923.0,2.0,,1.0,0.16914269485013805,0.2961969601191033,-0.009038710307043285
26566,1,0,7,59.0,2,869.0,2.0,,1.0,0.2614078261645739,0.3186644606119385,1.0188966402698745
26567,1,0,7,34.0,1,729.0,,1.0,1.0,0.4242441641299047,0.3527651651703532,2.7848318806698744
26569,1,0,7,41.0,2,149.0,2.0,,-3.0,0.2591164602204514,0.2440349181114317,1.7092156051958356
26570,1,0,6,19.0,2,36.0,2.0,,-3.0,0.4544326304239018,0.18417588216002706,2.491562531157462
26571,1,0,10,10.0,2,15.0,2.0,,-3.0,0.5749919992898744,0.1988773049090266,3.04954526411844
26575,1,0,5,63.0,2,683.0,2.0,,11.0,0.2211269021407121,0.3120423334000805,0.8747293147602497
26577,1,0,14,55.0,2,60.0,1.0,,20.0,0.1957409502276432,0.11328457435456568,0.9625321376790812
26579,1,0,6,54.0,2,1640.0,2.0,,-23.0,0.298557970598065,0.3418404081594823,1.3811314608784813
26582,1,0,4,48.0,2,1011.0,2.0,,30.0,0.3268560294922093,0.38197793100137023,2.2150029768928845
26584,1,0,10,17.0,2,631.0,1.0,,-30.0,0.5406807224129655,0.3186926277396994,3.309838895014759
26586,1,0,7,37.0,2,280.0,2.0,,25.0,0.3303480864717365,0.2913875650250585,2.2046531341329447
26588,0,0,1,81.0,1,1588.0,,1.0,0.0,0.1304664740753675,0.3463715297193736,0.07044385556261545
26596,1,0,2,2.0,2,1322.0,2.0,,7.0,0.3125710424815533,0.6415147093720686,5.222169224331301
26601,1,0,8,27.0,2,377.0,1.0,,-7.0,0.4308672414667401,0.3146678388980285,2.8190477772839664
26602,1,0,7,77.0,2,236.0,1.0,,-1.0,0.09487951153557847,0.15551737893851164,-0.2551420860217177
26603,0,0,5,53.0,2,150.0,2.0,,-1.0,0.1807824840298025,0.22187022797425948,1.14795310270876
26605,1,0,3,69.0,2,1655.0,2.0,,0.0,0.19645847832374627,0.3338235725070682,0.4391152569544665
26606,1,0,6,61.0,2,1559.0,2.0,,0.0,0.2526709481064983,0.32310190644943404,0.7743283361944555
26610,1,0,20,67.0,2,533.0,2.0,,16.0,0.1944413568245177,0.21145020877456405,-0.18875777418207185
26612,1,0,5,87.0,2,47.0,2.0,,-23.0,0.055064342473243134,0.06663805648850091,0.1032003259949077
26614,1,0,3,14.0,2,1318.0,2.0,,-16.0,0.5256858857730836,0.3853074535838237,3.82030557780156
26615,1,0,5,80.0,2,1164.0,2.0,,9.0,0.14393498254225925,0.2606169500476037,-0.7955900443950863
26617,1,0,6,30.0,2,648.0,2.0,,5.0,0.4397057652330914,0.35722114197466937,3.0152325696969915
26619,1,0,5,31.0,2,278.0,2.0,,-8.0,0.3641486782653534,0.3169158837511796,2.642682685242219
26627,1,0,8,60.0,2,1232.0,2.0,,0.0,0.2632742871831372,0.31263624844709714,0.7787229784649471
26628,1,0,11,74.0,1,988.0,,3.0,-7.0,0.1767994125323752,0.2435057667295001,-0.6565571419927949
26630,1,1,1,24.0,1,480.0,,2.0,-10.0,0.3919103939522995,0.444690535188449,3.8130698259301736
26633,0,0,3,36.0,2,79.0,2.0,,-7.0,0.32197006862816835,0.1995797953501139,2.111920695238353
26636,1,0,7,57.0,2,1578.0,1.0,,4.0,0.2811464416297486,0.3257281780134618,1.0408410049834051
26643,0,0,2,26.0,1,1609.0,,1.0,0.0,0.4428344169604777,0.4264063088599019,3.6283408821882848
26644,1,0,8,68.0,2,1360.0,2.0,,0.0,0.2123042223200272,0.28427541618167584,-0.01366667166779667
26648,0,0,1,68.0,1,669.0,,1.0,-6.0,0.17279816591713162,0.3850589766964349,1.4316717555343537
26650,1,0,1,38.0,2,361.0,2.0,,-6.0,0.29298304174585016,0.4141589984010061,3.0872110167380087
26653,1,0,1,32.0,2,1511.0,2.0,,8.0,0.38116329522975856,0.4754419515668783,3.7224407068449437
26654,1,0,10,20.0,2,1455.0,2.0,,8.0,0.5420228060112371,0.32698084366316515,3.2349442834068984
26657,0,0,1,51.0,1,485.0,,2.0,24.0,0.24014682239291635,0.4135912374483208,2.5432716107134152
26658,1,0,2,69.0,2,177.0,2.0,,-31.0,0.10683700427542328,0.20821643462471506,0.6271798195282933
26662,1,0,4,55.0,2,1060.0,2.0,,-6.0,0.2828093724833939,0.3677701524332822,1.6692789948117768
26664,1,0,5,51.0,2,830.0,2.0,,-1.0,0.3063692314371735,0.3576431360087487,1.8691685787906205
26665,1,0,1,1.0,1,616.0,,1.0,-1.0,0.19847037425032552,0.7472284749683007,5.6480699810009085
26666,1,0,8,22.0,2,259.0,2.0,,6.0,0.43740945581946106,0.2966660048923182,2.855636296493316
26667,1,0,2,3.0,1,128.0,,3.0,6.0,0.4806294104696156,0.3381135516838523,3.5958119843694494
26668,1,0,7,29.0,2,42.0,2.0,,-13.0,0.375428721223468,0.1712330094838297,2.106967311417567
26672,0,0,1,40.0,1,272.0,,3.0,8.0,0.2624521110819421,0.3836107149264643,2.7967193634449696
26674,1,1,7,68.0,2,1599.0,2.0,,0.0,0.21038716661955253,0.28876330768146025,-0.0020933898296733307
26675,1,0,2,59.0,2,1270.0,2.0,,-7.0,0.2474146747899974,0.4006084777216911,1.7254096740587714
26677,1,0,5,61.0,2,900.0,2.0,,7.0,0.24494460029606835,0.333088494897927,1.041479117397346
26679,1,0,9,51.0,2,562.0,2.0,,-7.0,0.2951045266168311,0.3022139921111518,1.4898987478314651
26682,0,1,1,76.0,1,64.0,,1.0,10.0,0.08232405982130912,0.12274058253939968,0.6848565212289841
26684,0,1,2,51.0,1,1346.0,,1.0,-13.0,0.2944825543177298,0.4204473588309601,2.3423265946751
26685,1,0,8,8.0,2,1293.0,2.0,,-13.0,0.5693399063237669,0.38467634158765823,4.185414580939412
26687,1,1,4,58.0,2,948.0,1.0,,9.0,0.26154621045367865,0.35739004336493796,1.4316820952251117
26689,1,1,3,53.0,2,793.0,2.0,,-12.0,0.2808758678380381,0.3818266753981343,1.9988761028867983
26690,1,0,10,27.0,2,633.0,2.0,,-12.0,0.4757692046917543,0.327299558667065,2.9434913142525416
26693,1,0,4,82.0,2,1569.0,1.0,,0.0,0.13351845661951384,0.25982958183557875,-0.9761160475660952
26699,1,0,2,50.0,2,280.0,2.0,,-2.0,0.22090405309534367,0.3200131250880835,1.9421501146974327
26702,1,0,1,64.0,2,42.0,2.0,,-2.0,0.1197323690935508,0.1483784848475381,1.0572568735985446
26703,1,0,17,54.0,2,7.0,1.0,,2.0,0.17901339904602548,0.09759834300897656,0.8540529151004744
26704,1,0,4,74.0,2,1712.0,2.0,,-5.0,0.171784990794828,0.294219300054806,-0.2559376409640728
26711,1,0,3,53.0,1,586.0,,1.0,-1.0,0.2643505160314812,0.36146104223767545,1.923233133672058
26713,0,0,2,57.0,1,291.0,,1.0,1.0,0.18509206096884007,0.2986875771589221,1.5167532494672549
26714,1,1,4,38.0,1,39.0,,2.0,-8.0,0.28958095215101504,0.17320219079416962,1.8292075544753383
26716,0,0,1,71.0,1,1485.0,,3.0,-7.0,0.17436813825925834,0.3977650591470219,1.0652144251025857
26718,0,0,1,83.0,1,967.0,,1.0,0.0,0.1204279578513468,0.3355734165986022,0.07504520612846388
26719,1,0,5,72.0,2,897.0,1.0,,0.0,0.1806824896344644,0.29127360245146405,0.041878109074734216
26720,1,0,10,80.0,2,549.0,2.0,,-7.0,0.1248683293987044,0.1953811103315725,-0.8626707569810774
26721,1,0,2,61.0,2,486.0,2.0,,-7.0,0.19891049097960067,0.3395949006260293,1.475024882465365
26728,0,0,2,33.0,1,1224.0,,2.0,1.0,0.4008940857986361,0.43482669718044137,3.4079191097295243
26731,0,0,1,71.0,1,920.0,,1.0,1.0,0.1700101909572508,0.3940384782109825,1.1939370932896074
26732,1,0,3,62.0,1,827.0,,3.0,1.0,0.2286027922313017,0.3568174264413561,1.2722808891916375
26733,1,0,10,85.0,2,682.0,2.0,,-1.0,0.1126439175598286,0.1897072753719044,-1.3641291623963248
26736,0,0,1,25.0,1,120.0,,1.0,-3.0,0.3111047468817489,0.36215218027317614,3.0853371486574734
26737,1,0,9,20.0,2,45.0,2.0,,-3.0,0.4612124762770899,0.1724973074780544,2.4155512066839364
26744,1,0,7,19.0,2,483.0,2.0,,1.0,0.4990705835603589,0.3313784448750807,3.2835910051634123
26747,1,0,4,56.0,2,1193.0,2.0,,18.0,0.2779915149315908,0.3657659138310862,1.5629214290747877
26748,0,0,1,62.0,1,862.0,,2.0,18.0,0.2117801465107341,0.42778889858462943,1.9651046977442024
26749,0,0,1,48.0,2,723.0,2.0,,18.0,0.2790851002835525,0.4558060729631202,2.9254232482146967
26750,1,0,9,32.0,2,597.0,2.0,,18.0,0.43426879391242856,0.3312066646860327,2.7293659459898216
26762,1,0,8,78.0,2,403.0,2.0,,-4.0,0.116613977322353,0.18722679938013728,-0.4898334170994423
26765,1,0,4,74.0,2,1680.0,2.0,,-6.0,0.17194565818473095,0.2947597564263597,-0.2458810920323695
26768,1,0,14,46.0,2,1224.0,1.0,,3.0,0.3721814519343549,0.3120508966827261,1.6660186139570454
26770,1,0,6,8.0,2,467.0,2.0,,-10.0,0.5584525488806431,0.3245336793995175,3.6002823819769536
26774,0,0,1,57.0,1,567.0,,1.0,0.0,0.21821303733621056,0.41139460911353537,2.223104682791004
26776,1,0,9,75.0,2,1375.0,1.0,,-7.0,0.17236937177353998,0.2500379159094896,-0.7635720574210267
26779,1,0,8,23.0,2,993.0,1.0,,-10.0,0.5110582512087921,0.3448219782579042,3.2464870005662485
26780,1,0,6,65.0,2,895.0,2.0,,3.0,0.2225320807505159,0.3084236948347196,0.5721589391326831
26781,0,0,1,56.0,1,504.0,,2.0,-3.0,0.2161539863093479,0.40197288394834696,2.23173499732461
26783,0,0,1,20.0,1,112.0,,3.0,3.0,0.4350392787266084,0.2725247080097785,3.0655055523388954
26786,0,0,1,16.0,1,1156.0,,2.0,-4.0,0.4628392124539994,0.4553305152550145,4.169347430965696
26793,1,0,20,43.0,2,479.0,1.0,,-7.0,0.355550288177099,0.2672013323960831,1.6498370928994903
26796,1,0,5,48.0,2,112.0,2.0,,3.0,0.2572182305440736,0.17002154811408549,1.5913846207358453
26798,1,1,1,71.0,1,1757.0,,2.0,10.0,0.17368161581845235,0.3931783265160792,0.9826285232825676
26799,1,0,10,68.0,2,1687.0,2.0,,10.0,0.2126633889474524,0.2676985438682777,-0.2513650265677669
26800,1,1,8,50.0,2,1590.0,2.0,,10.0,0.3317697260407379,0.33415699516934017,1.564908401084339
26801,1,0,9,23.0,2,1220.0,1.0,,-17.0,0.5184936046455507,0.3380981261017258,3.1911927412716947
26803,1,0,12,85.0,2,1042.0,2.0,,-10.0,0.12241074688362512,0.19549783496398693,-1.7060451962356695
26809,1,0,6,44.0,2,1551.0,2.0,,0.0,0.3670348107877632,0.3609500825982672,2.1919792136652845
26813,1,0,2,82.0,2,785.0,2.0,,0.0,0.1237396930250254,0.28983967171016234,-0.24263780025193515
26820,1,0,1,25.0,1,1354.0,,2.0,-13.0,0.41791844687432456,0.4698906404881065,3.96557718502532
26821,1,0,10,23.0,2,1283.0,1.0,,-13.0,0.5227930323920785,0.3319548844919303,3.1460456861660155
26823,1,0,3,49.0,2,1078.0,2.0,,10.0,0.314592040184135,0.3988044268121768,2.2970860104055983
26826,1,0,1,52.0,1,692.0,,2.0,17.0,0.2553788293870927,0.4440829723705992,2.654791385783496
26829,1,0,4,4.0,1,1206.0,,2.0,7.0,0.4411558162886001,0.5129900505923695,4.706358292302422
26830,0,0,1,27.0,1,1056.0,,3.0,-14.0,0.4045161429183837,0.4730544000774899,3.9263114445212337
26833,0,1,1,14.0,1,518.0,,2.0,7.0,0.450863948765189,0.4378343826620279,4.078775137378984
26835,1,0,3,52.0,2,315.0,2.0,,-10.0,0.22429648738116167,0.3042994222030141,1.6992179941215002
26836,1,0,10,67.0,2,157.0,1.0,,-3.0,0.11955276400638852,0.15470164397374886,0.1581033442158648
26839,1,0,6,50.0,2,1577.0,1.0,,0.0,0.3259364350815139,0.3514313703658696,1.7308581307000739
26840,1,0,3,14.0,2,1496.0,2.0,,0.0,0.5265507594112196,0.3840132553096094,3.8054326768571403
26841,1,0,11,11.0,2,1398.0,2.0,,0.0,0.6206579206118935,0.3320890029174333,3.9609625040380037
26843,1,0,9,80.0,1,1212.0,,2.0,0.0,0.1462388558301885,0.2302351227315063,-1.1743599718592648
26847,1,0,2,46.0,2,427.0,2.0,,-7.0,0.2755116651488864,0.3736378205594277,2.440471585248146
26850,1,1,9,64.0,2,205.0,2.0,,-7.0,0.1438117736032174,0.18187823091452512,0.3711308732973445
26852,1,0,10,67.0,2,1647.0,2.0,,0.0,0.2191759103485144,0.2719697793556141,-0.14228075416963734
26856,1,0,10,72.0,2,727.0,1.0,,6.0,0.17823095528312755,0.2452022017582898,-0.3173712408943885
26858,1,0,15,19.0,2,425.0,2.0,,6.0,0.5171986116478952,0.2874405258948861,2.9889161775231363
26859,1,0,4,63.0,2,293.0,2.0,,-13.0,0.16239076304165634,0.244191474874347,0.8175616999437177
26861,1,0,3,28.0,2,1589.0,2.0,,-10.0,0.44737025556657256,0.4040508245704565,3.3913434692376985
26867,1,0,10,51.0,2,581.0,1.0,,-17.0,0.2994273836710524,0.29896324266036106,1.4456740865261657
26871,1,1,3,3.0,2,23.0,2.0,,-17.0,0.4226685990876909,0.3734164537037059,3.808838695728088
26876,1,0,3,72.0,2,521.0,1.0,,0.0,0.15220095968372893,0.2796813904927397,0.4104474433441268
26878,0,0,3,88.0,1,311.0,,3.0,0.0,0.06894063573226629,0.16319823491160665,-0.5802501093605512
26879,0,0,1,46.0,1,132.0,,2.0,0.0,0.19185895082436047,0.30890072924458234,2.0864850476954566
26882,0,0,1,55.0,1,1150.0,,2.0,0.0,0.2540658532577223,0.4568478522573932,2.4964863183839494
26883,1,0,5,77.0,2,925.0,2.0,,-7.0,0.1555003316699013,0.27061098784155624,-0.42852232645345856
26884,1,0,2,54.0,2,861.0,2.0,,-7.0,0.26920084399053285,0.4081293141067007,2.1658146366330246
26889,0,0,2,30.0,1,188.0,,1.0,7.0,0.3194556153905029,0.3405760105888569,2.8175758281474144
26890,0,0,4,8.0,1,119.0,,1.0,7.0,0.5736231156395197,0.2152807766742832,3.110497364077018
26892,1,0,4,45.0,2,923.0,2.0,,-7.0,0.3439923562092904,0.3847363181918372,2.4250404462667503
26894,0,0,1,13.0,1,743.0,,1.0,7.0,0.4693517698402897,0.44596330100755655,4.186744239524598
26897,1,0,1,50.0,1,322.0,,2.0,-14.0,0.2178044162157257,0.3710553951473634,2.3379868930144414
26898,1,1,3,3.0,2,261.0,2.0,,-14.0,0.35616573564413345,0.5377382207538814,4.6581093798845545
26901,1,0,11,81.0,2,1761.0,1.0,,-7.0,0.1399899999864827,0.21022251792968985,-1.5591289303826947
26903,1,0,10,15.0,2,1313.0,2.0,,0.0,0.5711914354891293,0.3202214695678383,3.3998637474522133
26904,1,0,2,11.0,2,952.0,2.0,,7.0,0.5184471462459064,0.4032752244161401,4.0129160387321345
26905,0,0,1,1.0,2,860.0,2.0,,7.0,0.2010390057773597,0.7517205543470604,5.6807311703626535
26907,0,0,4,43.0,1,624.0,,3.0,-14.0,0.3388107134766849,0.3705072941564474,2.479236145882872
26908,0,0,5,30.0,2,540.0,2.0,,-14.0,0.4222194557574695,0.3591597716966912,3.024258358249172
26911,1,0,14,96.0,2,201.0,1.0,,-7.0,0.042750691924154975,0.07991470385574763,-1.2242765643296123
26914,1,0,7,56.0,2,900.0,2.0,,7.0,0.2824061727615605,0.32837319413952043,1.2746126613228457
26915,1,0,9,19.0,2,711.0,2.0,,7.0,0.5297718586155847,0.3294209040562572,3.3083675945018483
26919,1,0,1,64.0,2,17.0,2.0,,0.0,0.11200200799173342,0.13889629448610574,0.9903730864804232
26925,1,0,10,57.0,2,684.0,2.0,,4.0,0.2687365224338845,0.29354843868457203,0.9906771714934488
26927,1,0,1,52.0,2,307.0,2.0,,4.0,0.2041255409922745,0.3588237616923119,2.183344610343597
26932,0,0,1,64.0,2,1142.0,1.0,,9.0,0.2073617668383501,0.4286273615052649,1.7800020107966132
26933,0,0,1,71.0,1,939.0,,2.0,-16.0,0.17047047692511022,0.3948941301438368,1.1920177440012771
26934,1,0,4,40.0,2,744.0,2.0,,-16.0,0.3681772771523297,0.3830782681290501,2.7108961931272626
26935,0,0,6,32.0,2,612.0,2.0,,-16.0,0.4230109433441875,0.35480929572506203,2.9032323845659733
26936,1,0,3,77.0,2,474.0,1.0,,9.0,0.12473505024652608,0.2479591936083277,0.028118907006804642
26937,1,0,13,28.0,2,312.0,2.0,,9.0,0.4218864366152546,0.27959985998595954,2.512181945207563
26940,1,0,9,87.0,2,112.0,1.0,,12.0,0.06824018378392448,0.07177229173273808,0.026349112634151628
26945,1,0,5,70.0,2,1012.0,2.0,,-26.0,0.19433570119702254,0.3027637653138673,0.19605358861354127
26946,1,0,2,55.0,1,911.0,,3.0,-26.0,0.265130831452714,0.4076475689826144,2.0927333406884716
26949,1,1,5,52.0,2,678.0,2.0,,-26.0,0.289885345624358,0.3451458498627113,1.7649061932902592
26951,1,0,7,75.0,2,530.0,2.0,,26.0,0.14451141360385775,0.2277652899374133,-0.2862733534985358
26953,1,0,2,72.0,2,1759.0,2.0,,0.0,0.17621615672952487,0.34407256960991395,0.3955054355409078
26954,0,0,1,1.0,2,1433.0,2.0,,0.0,0.2040258135202214,0.7506876648288671,5.669341484765281
26957,0,0,1,69.0,1,1101.0,,2.0,-7.0,0.1825079701671996,0.4080423613202776,1.3475927164708164
26959,0,1,4,6.0,2,826.0,2.0,,7.0,0.5734639794377709,0.3519253058167262,3.8573486911387906
26960,1,0,12,82.0,1,768.0,,2.0,-14.0,0.12996450852375166,0.19968832496784106,-1.2933093961000126
26963,1,0,7,65.0,2,356.0,2.0,,-14.0,0.16974601672284095,0.2303397155464448,0.47118675546277
